participant_id,condition,llm_provider,demographics_age,demographics_gender,demographics_education,debrief_stias_average,debrief_noticed_persuasion,debrief_changed_mind,dilemma,rating_pre,rating_post,chat_turns,rating_change,had_chat,stance_mode,llm_framework,low_rating_framework,ai_argues_for,moved_toward_ai,outcome,stance_label
55,persuade,qwen,38,female,some_college,5.666666666666667,TRUE,FALSE,G_PO_Submarine_Oxygen,2,2,13,0,TRUE,same,utilitarian,utilitarian,low,NA,No Change,Reinforcing
55,persuade,qwen,38,female,some_college,5.666666666666667,TRUE,FALSE,G_IA_Data_Breach,1,1,9,0,TRUE,same,deontological,deontological,low,NA,No Change,Reinforcing
55,persuade,qwen,38,female,some_college,5.666666666666667,TRUE,FALSE,K_bsO_Abduction,5,5,11,0,TRUE,opposite,utilitarian,utilitarian,low,NA,No Change,Opposing
55,persuade,qwen,38,female,some_college,5.666666666666667,TRUE,FALSE,K_bgA_Rawanda,2,2,NA,0,FALSE,NA,NA,deontological,NA,NA,NA,NA
55,persuade,qwen,38,female,some_college,5.666666666666667,TRUE,FALSE,K_bsA_Construction_Site,1,1,13,0,TRUE,opposite,utilitarian,deontological,high,NA,No Change,Opposing
55,persuade,qwen,38,female,some_college,5.666666666666667,TRUE,FALSE,G_PA_Terrorist_Negotiation,5,5,NA,0,FALSE,NA,NA,deontological,NA,NA,NA,NA
55,persuade,qwen,38,female,some_college,5.666666666666667,TRUE,FALSE,G_IO_Hospital_Fumes,6,5,NA,-1,FALSE,NA,NA,utilitarian,NA,NA,NA,NA
55,persuade,qwen,38,female,some_college,5.666666666666667,TRUE,FALSE,K_bgO_Vaccine,2,2,NA,0,FALSE,NA,NA,utilitarian,NA,NA,NA,NA
58,persuade_demo,qwen,53,male,some_college,6.333333333333333,TRUE,FALSE,G_PO_Submarine_Oxygen,1,1,NA,0,FALSE,NA,NA,utilitarian,NA,NA,NA,NA
58,persuade_demo,qwen,53,male,some_college,6.333333333333333,TRUE,FALSE,G_IA_Data_Breach,1,1,NA,0,FALSE,NA,NA,deontological,NA,NA,NA,NA
58,persuade_demo,qwen,53,male,some_college,6.333333333333333,TRUE,FALSE,K_bsO_Abduction,1,1,NA,0,FALSE,NA,NA,utilitarian,NA,NA,NA,NA
58,persuade_demo,qwen,53,male,some_college,6.333333333333333,TRUE,FALSE,K_bgA_Construction_Site,7,7,11,0,TRUE,opposite,deontological,deontological,low,NA,No Change,Opposing
58,persuade_demo,qwen,53,male,some_college,6.333333333333333,TRUE,FALSE,K_bsA_Rawanda,2,1,NA,-1,FALSE,NA,NA,deontological,NA,NA,NA,NA
58,persuade_demo,qwen,53,male,some_college,6.333333333333333,TRUE,FALSE,G_PA_Terrorist_Negotiation,7,7,9,0,TRUE,same,utilitarian,deontological,high,NA,No Change,Reinforcing
58,persuade_demo,qwen,53,male,some_college,6.333333333333333,TRUE,FALSE,G_IO_Hospital_Fumes,5,1,11,-4,TRUE,same,deontological,utilitarian,high,FALSE,Backfired,Reinforcing
58,persuade_demo,qwen,53,male,some_college,6.333333333333333,TRUE,FALSE,K_bgO_Vaccine,4,1,13,-3,TRUE,opposite,deontological,utilitarian,high,FALSE,Backfired,Opposing
64,persuade_info,qwen,32,female,bachelor,4.666666666666667,TRUE,FALSE,G_PO_Submarine_Oxygen,4,4,NA,0,FALSE,NA,NA,utilitarian,NA,NA,NA,NA
64,persuade_info,qwen,32,female,bachelor,4.666666666666667,TRUE,FALSE,G_IA_Data_Breach,1,1,NA,0,FALSE,NA,NA,deontological,NA,NA,NA,NA
64,persuade_info,qwen,32,female,bachelor,4.666666666666667,TRUE,FALSE,K_bgO_Abduction,7,7,9,0,TRUE,opposite,utilitarian,utilitarian,low,NA,No Change,Opposing
64,persuade_info,qwen,32,female,bachelor,4.666666666666667,TRUE,FALSE,K_bgA_Vaccine,1,1,9,0,TRUE,opposite,utilitarian,deontological,high,NA,No Change,Opposing
64,persuade_info,qwen,32,female,bachelor,4.666666666666667,TRUE,FALSE,K_bsA_Rawanda,1,1,NA,0,FALSE,NA,NA,deontological,NA,NA,NA,NA
64,persuade_info,qwen,32,female,bachelor,4.666666666666667,TRUE,FALSE,G_PA_Terrorist_Negotiation,7,7,7,0,TRUE,same,utilitarian,deontological,high,NA,No Change,Reinforcing
64,persuade_info,qwen,32,female,bachelor,4.666666666666667,TRUE,FALSE,G_IO_Hospital_Fumes,4,4,7,0,TRUE,same,utilitarian,utilitarian,low,NA,No Change,Reinforcing
64,persuade_info,qwen,32,female,bachelor,4.666666666666667,TRUE,FALSE,K_bsO_Construction_Site,1,4,NA,3,FALSE,NA,NA,utilitarian,NA,NA,NA,NA
62,persuade_demo,qwen,40,male,some_college,6,FALSE,FALSE,G_PO_Submarine_Oxygen,1,1,11,0,TRUE,same,utilitarian,utilitarian,low,NA,No Change,Reinforcing
62,persuade_demo,qwen,40,male,some_college,6,FALSE,FALSE,G_IA_Data_Breach,4,1,9,-3,TRUE,opposite,deontological,deontological,low,TRUE,Moved toward AI,Opposing
62,persuade_demo,qwen,40,male,some_college,6,FALSE,FALSE,K_bsA_Abduction,1,1,11,0,TRUE,same,deontological,deontological,low,NA,No Change,Reinforcing
62,persuade_demo,qwen,40,male,some_college,6,FALSE,FALSE,K_bgA_Rawanda,4,6,NA,2,FALSE,NA,NA,deontological,NA,NA,NA,NA
62,persuade_demo,qwen,40,male,some_college,6,FALSE,FALSE,K_bsO_Vaccine,1,1,7,0,TRUE,opposite,deontological,utilitarian,high,NA,No Change,Opposing
62,persuade_demo,qwen,40,male,some_college,6,FALSE,FALSE,K_bgO_Construction_Site,7,7,NA,0,FALSE,NA,NA,utilitarian,NA,NA,NA,NA
62,persuade_demo,qwen,40,male,some_college,6,FALSE,FALSE,G_PA_Terrorist_Negotiation,7,7,NA,0,FALSE,NA,NA,deontological,NA,NA,NA,NA
62,persuade_demo,qwen,40,male,some_college,6,FALSE,FALSE,G_IO_Hospital_Fumes,3,5,NA,2,FALSE,NA,NA,utilitarian,NA,NA,NA,NA
59,persuade_info,anthropic,32,female,bachelor,6,TRUE,TRUE,G_PO_Submarine_Oxygen,1,1,7,0,TRUE,opposite,deontological,utilitarian,high,NA,No Change,Opposing
59,persuade_info,anthropic,32,female,bachelor,6,TRUE,TRUE,G_IA_Data_Breach,7,7,7,0,TRUE,same,utilitarian,deontological,high,NA,No Change,Reinforcing
59,persuade_info,anthropic,32,female,bachelor,6,TRUE,TRUE,K_bsO_Abduction,3,7,9,4,TRUE,opposite,deontological,utilitarian,high,TRUE,Moved toward AI,Opposing
59,persuade_info,anthropic,32,female,bachelor,6,TRUE,TRUE,K_bgA_Vaccine,2,2,NA,0,FALSE,NA,NA,deontological,NA,NA,NA,NA
59,persuade_info,anthropic,32,female,bachelor,6,TRUE,TRUE,K_bsA_Rawanda,4,2,7,-2,TRUE,same,utilitarian,deontological,high,FALSE,Backfired,Reinforcing
59,persuade_info,anthropic,32,female,bachelor,6,TRUE,TRUE,K_bgO_Construction_Site,6,6,NA,0,FALSE,NA,NA,utilitarian,NA,NA,NA,NA
59,persuade_info,anthropic,32,female,bachelor,6,TRUE,TRUE,G_PA_Terrorist_Negotiation,5,5,NA,0,FALSE,NA,NA,deontological,NA,NA,NA,NA
59,persuade_info,anthropic,32,female,bachelor,6,TRUE,TRUE,G_IO_Hospital_Fumes,4,4,NA,0,FALSE,NA,NA,utilitarian,NA,NA,NA,NA
